,deliverCoin,deliverPoint,groupId,leftTime,noPassNum,packageCopyId,passNum,passRate,product_id,status,submitDate,task_id
0,0,0,11924681,0,5,25083812,15,0.75,12714588,4,1558254053000,134466
1,0,0,11923901,0,3,25083796,17,0.8500000238418579,12714588,4,1558253785000,134466
2,0,0,11915679,0,0,25052681,20,1.0,12714588,5,1558250265000,134456
3,0,0,11915187,0,4,25052410,16,0.800000011920929,12714588,4,1558250075000,134456
4,0,0,11904318,0,3,25046876,17,0.8500000238418579,12714588,4,1558245310000,134445
5,0,0,11903719,0,3,25047061,17,0.8500000238418579,12714588,4,1558244951000,134445
6,0,0,11903173,0,3,25047115,17,0.8500000238418579,12714588,4,1558244624000,134445
7,0,0,11902691,0,6,25046753,14,0.699999988079071,12714588,4,1558244371000,134445
8,0,0,11894795,0,0,25042780,20,1.0,12714588,5,1558240185000,134441
9,0,0,11894076,0,0,25043073,20,1.0,12714588,5,1558240052000,134441
10,0,0,11892811,0,0,25042820,20,1.0,12714588,5,1558239782000,134441
11,0,0,11917688,0,1,25021970,19,0.949999988079071,12714588,5,1558251099000,134437
12,0,0,11916934,0,2,25019656,18,0.8999999761581421,12714588,4,1558250875000,134437
13,0,0,11916233,0,1,25017289,19,0.949999988079071,12714588,5,1558250548000,134437
14,0,0,11914625,0,1,25021684,19,0.949999988079071,12714588,5,1558249870000,134437
15,0,0,11914125,0,2,25020735,18,0.8999999761581421,12714588,4,1558249656000,134437
16,0,0,11913368,0,1,25019643,19,0.949999988079071,12714588,5,1558249445000,134437
17,0,0,11912742,0,1,25016875,19,0.949999988079071,12714588,5,1558249101000,134437
18,0,0,11912086,0,1,25021095,19,0.949999988079071,12714588,5,1558248836000,134437
19,0,0,11911511,0,0,25020911,20,1.0,12714588,5,1558248576000,134437
20,0,0,11893587,0,0,25020984,20,1.0,12714588,5,1558240421000,134437
21,0,0,11896816,0,2,25007641,18,0.8999999761581421,12714588,4,1558241428000,134432
22,0,0,11810232,0,4,24941265,16,0.800000011920929,12714588,4,1558171094000,134415
23,0,0,11796580,0,2,24919270,18,0.8999999761581421,12714588,4,1558165938000,134407
24,0,0,11790729,0,0,24913352,20,1.0,12714588,5,1558160968000,134401
25,0,0,11790028,0,2,24913366,18,0.8999999761581421,12714588,4,1558160597000,134401
26,0,0,11789429,0,2,24913498,18,0.8999999761581421,12714588,4,1558160385000,134401
27,0,0,11790104,0,1,24905889,19,0.949999988079071,12714588,5,1558160795000,134398
28,0,0,11785051,0,1,24906065,19,0.949999988079071,12714588,5,1558158971000,134398
29,0,0,11778412,0,1,24905930,19,0.949999988079071,12714588,5,1558157034000,134398
30,0,0,11777638,0,0,24907367,20,1.0,12714588,5,1558156791000,134398
31,0,0,11774870,0,7,24891274,13,0.6499999761581421,12714588,4,1558155234000,134383
32,0,0,11774652,0,2,24891891,18,0.8999999761581421,12714588,4,1558154802000,134383
33,0,0,11774506,0,1,24891327,19,0.949999988079071,12714588,5,1558154548000,134383
34,0,0,11774068,0,7,24891385,13,0.6499999761581421,12714588,4,1558154350000,134383
35,0,0,11773656,0,0,24891886,20,1.0,12714588,5,1558153993000,134383
36,0,0,11768930,0,1,24891441,19,0.949999988079071,12714588,5,1558150390000,134383
37,0,0,11761702,0,4,24864522,16,0.800000011920929,12714588,4,1558146098000,134375
38,0,0,11758456,0,0,24863648,20,1.0,12714588,5,1558143672000,134375
39,0,0,11658541,0,0,24786783,20,1.0,12714588,5,1558066921000,134280
40,0,0,11658249,0,0,24786514,20,1.0,12714588,5,1558066777000,134280
41,0,0,11658001,0,1,24786317,19,0.949999988079071,12714588,5,1558066631000,134280
42,0,0,11657377,0,0,24785607,20,1.0,12714588,5,1558066489000,134280
43,0,0,11657048,0,0,24785062,20,1.0,12714588,5,1558066259000,134280
44,0,0,11663954,0,1,24764532,19,0.949999988079071,12714588,5,1558069593000,134275
45,0,0,11663206,0,1,24764494,19,0.949999988079071,12714588,5,1558069423000,134275
46,0,0,11662382,0,2,24764455,18,0.8999999761581421,12714588,4,1558069236000,134275
47,0,0,11660520,0,4,24764282,16,0.800000011920929,12714588,4,1558068400000,134275
48,0,0,11656716,0,3,24763989,17,0.8500000238418579,12714588,4,1558066010000,134275
49,0,0,11656368,0,0,24763948,20,1.0,12714588,5,1558065669000,134275
50,0,0,11656134,0,1,24763701,19,0.949999988079071,12714588,5,1558065423000,134275
51,0,0,11654702,0,2,24763552,18,0.8999999761581421,12714588,4,1558064192000,134275
52,0,0,11541987,0,2,24643654,18,0.8999999761581421,12714588,4,1557983691000,134164
53,0,0,11592644,0,0,24599485,0,0.0,12714588,3,1557996799000,134139
54,0,0,11591475,0,0,24599406,0,0.0,12714588,3,1557996493000,134139
55,0,0,11560852,0,0,24597347,0,0.0,12714588,3,1557989969000,134139
56,0,0,11511821,0,3,24594512,17,0.8500000238418579,12714588,4,1557973917000,134139
57,0,0,11541126,0,0,24572351,20,1.0,12714588,5,1557983532000,134131
58,0,0,11540537,0,0,24572313,20,1.0,12714588,5,1557983295000,134131
59,0,0,11531864,0,1,24571715,19,0.949999988079071,12714588,5,1557979239000,134131
60,0,0,11515520,0,0,24570706,20,1.0,12714588,5,1557974202000,134131
61,0,0,11503320,0,1,24564368,19,0.949999988079071,12714588,5,1557970640000,134131
62,0,0,11502826,0,0,24563964,20,1.0,12714588,5,1557970198000,134131
63,0,0,11396734,0,2,24458480,18,0.8999999761581421,12714588,4,1557815659000,133935
64,0,0,11388155,0,2,24434120,18,0.8999999761581421,12714588,4,1557810503000,133894
65,0,0,11388958,0,0,24428190,20,1.0,12714588,5,1557810202000,133885
66,0,0,11388600,0,1,24428138,19,0.949999988079071,12714588,5,1557809940000,133885
67,0,0,11388165,0,6,24428073,14,0.699999988079071,12714588,4,1557809687000,133885
68,0,0,11331630,0,4,24378787,16,0.800000011920929,12714588,4,1557725579000,133802
69,0,0,11329986,0,2,24378535,18,0.8999999761581421,12714588,4,1557724427000,133802
70,0,0,11329751,0,2,24378508,18,0.8999999761581421,12714588,4,1557724198000,133802
71,0,0,11328575,0,2,24362090,18,0.8999999761581421,12714588,4,1557723365000,133777
72,0,0,11328309,0,2,24362041,18,0.8999999761581421,12714588,4,1557723155000,133777
73,0,0,11327960,0,3,24361971,17,0.8500000238418579,12714588,4,1557722972000,133777
74,0,0,11329416,0,0,24354481,20,1.0,12714588,5,1557724010000,133757
75,0,0,11329120,0,0,24354429,20,1.0,12714588,5,1557723792000,133757
76,0,0,11328876,0,1,24354386,19,0.949999988079071,12714588,5,1557723579000,133757
77,0,0,11223624,0,0,24294846,0,0.0,12714588,2,1557562667000,133704
78,0,0,11157847,0,5,24177094,15,0.75,12714588,4,1557475903000,133562
79,0,0,11158398,0,4,24176155,16,0.800000011920929,12714588,4,1557476284000,133523
80,0,0,11105774,0,1,24102957,19,0.949999988079071,12714588,5,1557455038000,133493
81,0,0,11104167,0,2,24102865,18,0.8999999761581421,12714588,4,1557454818000,133493
82,1600,0,11040211,0,1,24020592,19,0.949999988079071,12714588,6,1557387874000,133397
83,0,0,11039137,0,5,24020549,15,0.75,12714588,6,1557387690000,133397
84,960,0,11024285,0,3,24015089,17,0.8500000238418579,12714588,6,1557378820000,133393
85,0,0,11023990,0,5,24015044,15,0.75,12714588,6,1557378648000,133393
86,1600,0,11023540,0,1,24007503,19,0.949999988079071,12714588,6,1557378402000,133376
87,1600,0,11023121,0,0,24007447,20,1.0,12714588,6,1557378128000,133376
88,0,0,11022761,0,5,24007397,15,0.75,12714588,6,1557377875000,133376
89,1600,0,11022374,0,1,24007334,19,0.949999988079071,12714588,6,1557377628000,133376
90,0,0,10953073,0,0,23952076,0,0.0,12714588,2,1557307369000,133317
91,1600,0,10955208,0,1,23928266,19,0.949999988079071,12714588,6,1557305757000,133282
92,960,0,10954647,0,3,23928221,17,0.8500000238418579,12714588,6,1557304074000,133282
93,1280,0,10954127,0,2,23928171,18,0.8999999761581421,12714588,6,1557303832000,133282
94,960,0,10928408,0,3,23926470,17,0.8500000238418579,12714588,6,1557292596000,133282
95,0,0,10928065,0,4,23926434,16,0.800000011920929,12714588,6,1557292421000,133282
96,1600,0,10926873,0,1,23911635,19,0.949999988079071,12714588,6,1557291989000,133269
97,1600,0,10926482,0,0,23911562,20,1.0,12714588,6,1557291654000,133269
98,1600,0,10926218,0,1,23911518,19,0.949999988079071,12714588,6,1557291402000,133269
99,1600,0,10925835,0,0,23911455,20,1.0,12714588,6,1557291219000,133269
100,1600,0,10925452,0,0,23911379,20,1.0,12714588,6,1557290986000,133269
101,960,0,10927520,0,3,23903181,17,0.8500000238418579,12714588,6,1557292248000,133257
102,1600,0,10567134,0,1,23572958,19,0.949999988079071,12714588,6,1556616708000,132870
103,1600,0,10561190,0,0,23557839,20,1.0,12714588,6,1556612845000,132839
104,0,0,10557519,0,7,23547448,13,0.6499999761581421,12714588,6,1556610089000,132819
105,0,0,10560950,0,4,23543551,16,0.800000011920929,12714588,6,1556612302000,132807
106,0,0,10559901,0,4,23543434,16,0.800000011920929,12714588,6,1556612121000,132807
107,1600,0,10542831,0,0,23538283,20,1.0,12714588,6,1556601666000,132805
108,960,0,10542114,0,3,23538198,17,0.8500000238418579,12714588,6,1556601473000,132805
109,0,0,10541975,0,4,23535068,16,0.800000011920929,12714588,6,1556601270000,132801
110,1600,0,10541600,0,1,23534916,19,0.949999988079071,12714588,6,1556601058000,132801
111,0,0,10541009,0,5,23533949,15,0.75,12714588,6,1556600880000,132801
112,1600,0,10540728,0,0,23533845,20,1.0,12714588,6,1556600650000,132801
113,1280,0,10540436,0,2,23533724,18,0.8999999761581421,12714588,6,1556600528000,132801
114,1600,0,10540119,0,1,23533605,19,0.949999988079071,12714588,6,1556600388000,132801
115,1600,0,10539509,0,0,23533348,20,1.0,12714588,6,1556600243000,132801
116,1280,0,10569286,0,2,23519233,18,0.8999999761581421,12714588,6,1556618857000,132792
117,0,0,10533341,0,0,23518678,0,0.0,12714588,2,1556600209000,132792
118,0,0,10531529,0,5,23518605,15,0.75,12714588,6,1556596337000,132792
119,0,0,10479674,0,6,23472398,14,0.699999988079071,12714588,6,1556525841000,132711
120,1280,0,10464427,0,2,23452722,18,0.8999999761581421,12714588,6,1556515799000,132683
121,0,0,10464167,0,5,23452672,15,0.75,12714588,6,1556515618000,132683
122,960,0,10463910,0,3,23452621,17,0.8500000238418579,12714588,6,1556515454000,132683
123,1600,0,10463015,0,1,23452441,19,0.949999988079071,12714588,6,1556514800000,132683
124,1280,0,10462752,0,2,23449946,18,0.8999999761581421,12714588,6,1556514636000,132681
125,1600,0,10462395,0,0,23449810,20,1.0,12714588,6,1556514473000,132681
126,1600,0,10462148,0,0,23449705,20,1.0,12714588,6,1556514267000,132681
127,960,0,10461975,0,3,23449634,17,0.8500000238418579,12714588,6,1556514117000,132681
128,1600,0,10461752,0,0,23449534,20,1.0,12714588,6,1556513998000,132681
129,1600,0,10461538,0,0,23449420,20,1.0,12714588,6,1556513850000,132681
130,1600,0,10461302,0,1,23449304,19,0.949999988079071,12714588,6,1556513681000,132681
131,1600,0,10460985,0,1,23449076,19,0.949999988079071,12714588,6,1556513526000,132681
132,1600,0,10460795,0,1,23448987,19,0.949999988079071,12714588,6,1556513309000,132681
133,1600,0,10458805,0,1,23448176,19,0.949999988079071,12714588,6,1556513184000,132681
134,1600,0,10458548,0,1,23448085,19,0.949999988079071,12714588,6,1556511654000,132681
135,1600,0,10458376,0,0,23448012,20,1.0,12714588,6,1556511445000,132681
136,960,0,10458194,0,3,23447943,17,0.8500000238418579,12714588,6,1556511308000,132681
137,1600,0,10458002,0,0,23447875,20,1.0,12714588,6,1556511149000,132681
138,1600,0,10457765,0,1,23443848,19,0.949999988079071,12714588,6,1556510955000,132675
139,960,0,10457324,0,3,23443755,17,0.8500000238418579,12714588,6,1556510425000,132675
140,1600,0,10457141,0,1,23443731,19,0.949999988079071,12714588,6,1556510157000,132675
141,1600,0,10456948,0,1,23443697,19,0.949999988079071,12714588,6,1556509956000,132675
142,1600,0,10456630,0,1,23443652,19,0.949999988079071,12714588,6,1556509760000,132675
143,0,0,10454504,0,4,23436631,16,0.800000011920929,12714588,6,1556507990000,132661
144,1280,0,10451955,0,2,23436307,18,0.8999999761581421,12714588,6,1556505833000,132661
145,0,0,10504607,0,4,23432091,16,0.800000011920929,12714588,6,1556540927000,132656
146,960,0,10504149,0,3,23432074,17,0.8500000238418579,12714588,6,1556540635000,132656
147,1600,0,10503621,0,1,23432053,19,0.949999988079071,12714588,6,1556540329000,132656
148,1600,0,10503224,0,1,23432039,19,0.949999988079071,12714588,6,1556539975000,132656
149,1600,0,10502786,0,1,23432016,19,0.949999988079071,12714588,6,1556539716000,132656
150,1280,0,10502199,0,2,23431984,18,0.8999999761581421,12714588,6,1556539385000,132656
151,0,0,10501567,0,5,23431951,15,0.75,12714588,6,1556538980000,132656
152,1280,0,10447756,0,2,23428329,18,0.8999999761581421,12714588,6,1556503169000,132656
153,1280,0,10408619,0,2,23389010,18,0.8999999761581421,12714588,6,1556429635000,132582
154,1600,0,10406275,0,0,23388881,20,1.0,12714588,6,1556428477000,132582
155,960,0,10408318,0,3,23385347,17,0.8500000238418579,12714588,6,1556429404000,132578
156,0,0,10408074,0,5,23385276,15,0.75,12714588,6,1556429276000,132578
157,960,0,10407825,0,3,23385205,17,0.8500000238418579,12714588,6,1556429138000,132578
158,1600,0,10407447,0,1,23385102,19,0.949999988079071,12714588,6,1556429009000,132578
159,1600,0,10407026,0,1,23384992,19,0.949999988079071,12714588,6,1556428805000,132578
160,1600,0,10406375,0,0,23384834,20,1.0,12714588,6,1556428602000,132578
161,1600,0,10405920,0,1,23384716,19,0.949999988079071,12714588,6,1556428259000,132578
162,1600,0,10405577,0,0,23384631,20,1.0,12714588,6,1556428105000,132578
163,1600,0,10405189,0,0,23384509,20,1.0,12714588,6,1556427963000,132578
164,960,0,10404571,0,3,23384338,17,0.8500000238418579,12714588,6,1556427797000,132578
165,1600,0,10404190,0,0,23384244,20,1.0,12714588,6,1556427535000,132578
166,0,0,10403853,0,4,23384162,16,0.800000011920929,12714588,6,1556427384000,132578
167,1600,0,10403513,0,0,23384075,20,1.0,12714588,6,1556427258000,132578
168,960,0,10403155,0,3,23383930,17,0.8500000238418579,12714588,6,1556427119000,132578
169,1600,0,10402839,0,1,23383845,19,0.949999988079071,12714588,6,1556426960000,132578
170,1600,0,10402432,0,1,23383722,19,0.949999988079071,12714588,6,1556426827000,132578
171,1600,0,10401970,0,1,23383600,19,0.949999988079071,12714588,6,1556426629000,132578
172,1600,0,10400018,0,1,23383028,19,0.949999988079071,12714588,6,1556426425000,132578
173,0,0,10398884,0,4,23382700,16,0.800000011920929,12714588,6,1556425046000,132578
174,960,0,10398083,0,3,23376556,17,0.8500000238418579,12714588,6,1556423986000,132566
175,1600,0,10395971,0,0,23376300,20,1.0,12714588,6,1556422653000,132566
176,1280,0,10434034,0,2,23367391,18,0.8999999761581421,12714588,6,1556454034000,132555
177,0,0,10433831,0,6,23367361,14,0.699999988079071,12714588,6,1556450795000,132555
178,0,0,10433586,0,4,23367319,16,0.800000011920929,12714588,6,1556450435000,132555
179,0,0,10395978,0,6,23363555,14,0.699999988079071,12714588,6,1556422889000,132555
180,0,0,10435942,0,4,23349626,16,0.800000011920929,12714588,6,1556454308000,132551
181,960,0,10435799,0,3,23349578,17,0.8500000238418579,12714588,6,1556453779000,132551
182,1600,0,10435639,0,1,23349532,19,0.949999988079071,12714588,6,1556453561000,132551
183,0,0,10435505,0,5,23349488,15,0.75,12714588,6,1556453326000,132551
184,960,0,10435348,0,3,23349440,17,0.8500000238418579,12714588,6,1556453132000,132551
185,960,0,10434442,0,3,23349169,17,0.8500000238418579,12714588,6,1556452870000,132551
186,0,0,10434297,0,4,23349142,16,0.800000011920929,12714588,6,1556451451000,132551
187,1280,0,10434176,0,2,23349118,18,0.8999999761581421,12714588,6,1556451222000,132551
188,1280,0,10434043,0,2,23349087,18,0.8999999761581421,12714588,6,1556451031000,132551
189,1600,0,10385619,0,0,23344347,20,1.0,12714588,6,1556417087000,132551
190,1600,0,10385345,0,0,23344271,20,1.0,12714588,6,1556416791000,132551
191,1600,0,10384949,0,1,23344194,19,0.949999988079071,12714588,6,1556416613000,132551
192,1600,0,10384618,0,0,23344124,20,1.0,12714588,6,1556416344000,132551
193,1600,0,10384356,0,0,23344051,20,1.0,12714588,6,1556416121000,132551
194,1600,0,10382836,0,0,23343765,20,1.0,12714588,6,1556415895000,132551
195,1600,0,10356171,0,1,23327127,19,0.949999988079071,12714588,6,1556355868000,132537
196,0,0,10364300,0,4,23303902,16,0.800000011920929,12714588,6,1556358205000,132527
197,960,0,10363934,0,3,23303882,17,0.8500000238418579,12714588,6,1556357830000,132527
198,1600,0,10363519,0,1,23303842,19,0.949999988079071,12714588,6,1556357568000,132527
199,1600,0,10363106,0,1,23303800,19,0.949999988079071,12714588,6,1556357355000,132527
200,1280,0,10362806,0,2,23303768,18,0.8999999761581421,12714588,6,1556357124000,132527
201,1280,0,10362292,0,2,23303730,18,0.8999999761581421,12714588,6,1556356960000,132527
202,0,0,10361884,0,4,23303706,16,0.800000011920929,12714588,6,1556356684000,132527
203,1600,0,10361608,0,0,23303688,20,1.0,12714588,6,1556356443000,132527
204,960,0,10361297,0,3,23303666,17,0.8500000238418579,12714588,6,1556356277000,132527
205,1600,0,10358322,0,1,23303440,19,0.949999988079071,12714588,6,1556356099000,132527
206,0,0,10356327,0,7,23303217,13,0.6499999761581421,12714588,6,1556354308000,132527
207,1600,0,10316552,0,0,23294549,20,1.0,12714588,6,1556328289000,132525
